step,stage,family,condition,episodes,visual_updates,loss,grad_norm,accuracy,frames,step_seconds,wall_utc
8586,joint,natural_spectrum,integrate_L32,34344,467916,0.6882122755050659,0.37576496601104736,0.5,35,1.125,2026-09-13T02:19:45.826606+00:00
8587,joint,natural_spectrum,recall_D2,34348,467952,0.6760274171829224,0.36573532223701477,0.75,9,0.3440000000409782,2026-09-13T02:19:46.167187+00:00
8588,joint,motion_direction,decision_D2,34352,468004,1.3517869710922241,0.43779197335243225,0.5,13,0.4220000000204891,2026-09-13T02:19:46.591651+00:00
8589,joint,motion_direction,recall_D8,34356,468064,1.3357489109039307,0.4801602065563202,0.5,15,0.4690000000409782,2026-09-13T02:19:47.062126+00:00
8590,joint,orientation,decision_D2,34360,468116,0.694592297077179,0.41609272360801697,0.5,13,0.46800000010989606,2026-09-13T02:19:47.523268+00:00
8591,joint,contour,anchor,34364,468124,0.0014705228386446834,0.10054226219654083,1.0,2,0.10999999986961484,2026-09-13T02:19:47.638844+00:00
8592,joint,orientation,recall_D8,34368,468184,0.6712095737457275,0.4589545428752899,0.5,15,0.5,2026-09-13T02:19:48.135731+00:00
8593,joint,contrast,decision_D2,34372,468236,0.6869699954986572,0.3723527491092682,0.5,13,0.4220000000204891,2026-09-13T02:19:48.563477+00:00
8594,joint,contrast,recall_D8,34376,468296,0.7238281965255737,0.415411114692688,0.5,15,0.4839999999385327,2026-09-13T02:19:49.044133+00:00
8595,joint,spatial_frequency,decision_D2,34380,468348,0.6730921268463135,0.40867066383361816,0.75,13,0.4220000000204891,2026-09-13T02:19:49.470441+00:00
8596,joint,spatial_frequency,recall_D8,34384,468408,0.6823211312294006,0.361566424369812,0.75,15,0.5309999999590218,2026-09-13T02:19:50.005781+00:00
8597,joint,chromatic_increment,decision_D2,34388,468460,0.6588893532752991,0.3980492055416107,1.0,13,0.4220000000204891,2026-09-13T02:19:50.431378+00:00
8598,joint,chromatic_increment,recall_D8,34392,468520,0.665972113609314,0.7231040000915527,0.75,15,0.5,2026-09-13T02:19:50.930954+00:00
8599,joint,contour,decision_D2,34396,468568,0.6956468820571899,0.3683212995529175,0.5,12,0.5,2026-09-13T02:19:51.439165+00:00
8600,joint,contour,recall_D8,34400,468628,0.7172455787658691,0.5722832083702087,0.5,15,0.5,2026-09-13T02:19:51.939849+00:00
8601,joint,natural_spectrum,anchor,34404,468636,0.00015472050290554762,0.004544422496110201,1.0,2,0.125,2026-09-13T02:19:52.058549+00:00
8602,joint,natural_spectrum,decision_D2,34408,468688,0.6858842372894287,0.336528480052948,0.5,13,0.4529999999795109,2026-09-13T02:19:52.516620+00:00
8603,joint,natural_spectrum,recall_D8,34412,468748,0.7176765203475952,0.42077332735061646,0.25,15,0.5309999999590218,2026-09-13T02:19:53.048405+00:00
8604,joint,motion_direction,decision_D4,34416,468808,1.4319928884506226,0.43095558881759644,0.0,15,0.5470000000204891,2026-09-13T02:19:53.595614+00:00
8605,joint,motion_direction,recall_D16,34420,468900,1.4015225172042847,0.427173912525177,0.0,23,0.6870000001508743,2026-09-13T02:19:54.281832+00:00
8606,joint,orientation,decision_D4,34424,468960,0.6932765245437622,0.40528765320777893,0.5,15,0.48499999986961484,2026-09-13T02:19:54.768630+00:00
8607,joint,orientation,recall_D16,34428,469052,0.6883765459060669,0.4827510416507721,0.5,23,0.7339999999385327,2026-09-13T02:19:55.499264+00:00
8608,joint,contrast,decision_D4,34432,469112,0.6863476037979126,0.3162243664264679,0.75,15,0.5160000000614673,2026-09-13T02:19:56.010519+00:00
8609,joint,contrast,recall_D16,34436,469204,0.6929651498794556,0.35559046268463135,0.5,23,0.7029999999795109,2026-09-13T02:19:56.711030+00:00
8610,joint,spatial_frequency,decision_D4,34440,469264,0.6972445249557495,0.3629743456840515,0.5,15,0.4690000000409782,2026-09-13T02:19:57.188651+00:00
8611,joint,motion_direction,anchor,34444,469272,0.10324307531118393,8.209917068481445,1.0,2,0.10899999993853271,2026-09-13T02:19:57.296520+00:00
8612,joint,spatial_frequency,recall_D16,34448,469364,0.721697986125946,0.5184288024902344,0.25,23,0.6870000001508743,2026-09-13T02:19:57.981939+00:00
8613,joint,chromatic_increment,decision_D4,34452,469424,0.7027772665023804,0.33766061067581177,0.5,15,0.48499999986961484,2026-09-13T02:19:58.463489+00:00
8614,joint,chromatic_increment,recall_D16,34456,469516,0.6538327932357788,0.5597977638244629,0.75,23,0.7970000000204891,2026-09-13T02:19:59.260110+00:00
8615,joint,contour,decision_D4,34460,469572,0.667123019695282,0.3082197308540344,1.0,14,0.5309999999590218,2026-09-13T02:19:59.790789+00:00
8616,joint,contour,recall_D16,34464,469664,0.654581606388092,0.5444009304046631,0.75,23,0.7660000000614673,2026-09-13T02:20:00.562676+00:00
8617,joint,natural_spectrum,decision_D4,34468,469724,0.695612907409668,0.36357930302619934,0.5,15,0.5149999998975545,2026-09-13T02:20:01.071935+00:00
8618,joint,natural_spectrum,recall_D16,34472,469816,0.7237182855606079,0.5495707988739014,0.25,23,0.7660000000614673,2026-09-13T02:20:01.837881+00:00
8619,joint,motion_direction,decision_D8,34476,469892,1.399735689163208,0.45151418447494507,0.25,19,0.6400000001303852,2026-09-13T02:20:02.480945+00:00
8620,joint,motion_direction,recall_distractor,34480,469960,1.383774995803833,0.45712584257125854,0.25,17,0.5939999998081475,2026-09-13T02:20:03.077142+00:00
8621,joint,orientation,anchor,34484,469968,0.0029268681537359953,0.10784109681844711,1.0,2,0.0940000000409782,2026-09-13T02:20:03.163123+00:00
8622,joint,orientation,decision_D8,34488,470044,0.7041406035423279,0.3980669379234314,0.5,19,0.6410000000614673,2026-09-13T02:20:03.807814+00:00
8623,joint,orientation,recall_distractor,34492,470112,0.6628729104995728,0.49954721331596375,0.75,17,0.5930000001098961,2026-09-13T02:20:04.401678+00:00
8624,joint,contrast,decision_D8,34496,470188,0.7222040295600891,0.41030845046043396,0.5,19,0.6099999998696148,2026-09-13T02:20:05.010045+00:00
8625,joint,contrast,recall_distractor,34500,470256,0.657465398311615,0.5065242052078247,0.75,17,0.5619999999180436,2026-09-13T02:20:05.579039+00:00
8626,joint,spatial_frequency,decision_D8,34504,470332,0.6733312010765076,0.34990590810775757,0.75,19,0.6100000001024455,2026-09-13T02:20:06.191142+00:00
8627,joint,spatial_frequency,recall_distractor,34508,470400,0.7259517312049866,0.6282024383544922,0.75,17,0.5,2026-09-13T02:20:06.693424+00:00
8628,joint,chromatic_increment,decision_D8,34512,470476,0.7263294458389282,0.42049869894981384,0.25,19,0.625,2026-09-13T02:20:07.324761+00:00
8629,joint,chromatic_increment,recall_distractor,34516,470544,0.7154877185821533,1.1586143970489502,0.5,17,0.5470000000204891,2026-09-13T02:20:07.867381+00:00
8630,joint,contour,decision_D8,34520,470616,0.6847320795059204,0.3868524432182312,0.5,18,0.625,2026-09-13T02:20:08.499864+00:00
8631,joint,contrast,anchor,34524,470624,0.002197904046624899,0.052489615976810455,1.0,2,0.10900000017136335,2026-09-13T02:20:08.611065+00:00
8632,joint,contour,recall_distractor,34528,470692,0.6610202789306641,0.7762611508369446,1.0,17,0.7189999998081475,2026-09-13T02:20:09.323245+00:00
8633,joint,natural_spectrum,decision_D8,34532,470768,0.6941003799438477,0.4835722744464874,0.5,19,0.6560000001918525,2026-09-13T02:20:09.986747+00:00
8634,joint,natural_spectrum,recall_distractor,34536,470836,0.7058618664741516,0.6871153712272644,0.5,17,0.6099999998696148,2026-09-13T02:20:10.590417+00:00
8635,joint,motion_direction,decision_D16,34540,470944,1.382602572441101,0.5484520196914673,0.25,27,0.8589999999385327,2026-09-13T02:20:11.446939+00:00
8636,joint,motion_direction,recall_precue,34544,470996,1.4056260585784912,0.453872948884964,0.5,13,0.4850000001024455,2026-09-13T02:20:11.927514+00:00
8637,joint,orientation,decision_D16,34548,471104,0.6674201488494873,0.4853612780570984,0.5,27,0.8279999999795109,2026-09-13T02:20:12.760952+00:00
8638,joint,orientation,recall_precue,34552,471156,0.726407527923584,0.37678536772727966,0.0,13,0.39000000013038516,2026-09-13T02:20:13.157023+00:00
8639,joint,contrast,decision_D16,34556,471264,0.6823216080665588,0.2983735501766205,0.5,27,0.8439999998081475,2026-09-13T02:20:14.005189+00:00
8640,joint,contrast,recall_precue,34560,471316,0.6704535484313965,0.3750874400138855,0.5,13,0.4220000000204891,2026-09-13T02:20:14.432420+00:00
8641,joint,spatial_frequency,anchor,34564,471324,0.0004497585177887231,0.018675941973924637,1.0,2,0.09300000010989606,2026-09-13T02:20:14.531732+00:00
8642,joint,spatial_frequency,decision_D16,34568,471432,0.7240971922874451,0.37759125232696533,0.0,27,0.8279999999795109,2026-09-13T02:20:15.350842+00:00
8643,joint,spatial_frequency,recall_precue,34572,471484,0.683946967124939,0.3941587805747986,0.5,13,0.39099999982863665,2026-09-13T02:20:15.752034+00:00
8644,joint,chromatic_increment,decision_D16,34576,471592,0.6920260190963745,0.351946622133255,0.5,27,0.8279999999795109,2026-09-13T02:20:16.575457+00:00
8645,joint,chromatic_increment,recall_precue,34580,471644,0.7285760641098022,1.0376676321029663,0.25,13,0.4380000000819564,2026-09-13T02:20:17.009808+00:00
8646,joint,contour,decision_D16,34584,471748,0.6918257474899292,0.366178035736084,0.75,26,0.9369999999180436,2026-09-13T02:20:17.955601+00:00
8647,joint,contour,recall_precue,34588,471800,0.7045374512672424,0.5288432836532593,0.5,13,0.5940000000409782,2026-09-13T02:20:18.538697+00:00
8648,joint,natural_spectrum,decision_D16,34592,471908,0.6922456622123718,0.3466392755508423,0.75,27,0.8120000001508743,2026-09-13T02:20:19.359437+00:00
8649,joint,natural_spectrum,recall_precue,34596,471960,0.6910320520401001,0.4148325026035309,0.5,13,0.45399999991059303,2026-09-13T02:20:19.811294+00:00
8650,joint,motion_direction,integrate_transient,34600,472004,1.448533058166504,0.444596529006958,0.0,11,0.3899999998975545,2026-09-13T02:20:20.202298+00:00
8651,joint,chromatic_increment,anchor,34604,472012,7.688017649343237e-05,0.0035289248917251825,1.0,2,0.125,2026-09-13T02:20:20.317511+00:00
8652,joint,motion_direction,recall_postcue,34608,472056,1.373805046081543,0.3558759093284607,0.25,11,0.40600000019185245,2026-09-13T02:20:20.726838+00:00
8653,joint,orientation,integrate_transient,34612,472100,0.6729872226715088,0.4285579025745392,0.5,11,0.375,2026-09-13T02:20:21.101704+00:00
8654,joint,orientation,recall_postcue,34616,472144,0.6581175923347473,0.3879671096801758,1.0,11,0.34399999980814755,2026-09-13T02:20:21.458839+00:00
8655,joint,contrast,integrate_transient,34620,472188,0.7412501573562622,0.45838662981987,0.0,11,0.3440000000409782,2026-09-13T02:20:21.814046+00:00
8656,joint,contrast,recall_postcue,34624,472232,0.6572815179824829,0.32338565587997437,1.0,11,0.42100000008940697,2026-09-13T02:20:22.229814+00:00
8657,joint,spatial_frequency,integrate_transient,34628,472276,0.7029525637626648,0.5043874382972717,0.5,11,0.35999999986961484,2026-09-13T02:20:22.596013+00:00
8658,joint,spatial_frequency,recall_postcue,34632,472320,0.6929798126220703,0.4195554554462433,0.5,11,0.3589999999385327,2026-09-13T02:20:22.952661+00:00
8659,joint,chromatic_increment,integrate_transient,34636,472364,0.6916900873184204,0.4841204881668091,0.5,11,0.3600000001024455,2026-09-13T02:20:23.317761+00:00
8660,joint,chromatic_increment,recall_postcue,34640,472408,0.7151017189025879,0.6918064951896667,0.25,11,0.4380000000819564,2026-09-13T02:20:23.762650+00:00
8661,joint,contour,anchor,34644,472416,0.020010801032185555,2.2704215049743652,1.0,2,0.14000000013038516,2026-09-13T02:20:23.896105+00:00
8662,joint,contour,integrate_transient,34648,472456,0.68154376745224,0.3446216583251953,0.5,10,0.42199999978765845,2026-09-13T02:20:24.322086+00:00
8663,joint,contour,recall_postcue,34652,472500,0.7024901509284973,0.4276704788208008,0.5,11,0.40600000019185245,2026-09-13T02:20:24.730893+00:00
8664,joint,natural_spectrum,integrate_transient,34656,472544,0.698582649230957,0.3762918710708618,0.5,11,0.39099999982863665,2026-09-13T02:20:25.114928+00:00
8665,joint,natural_spectrum,recall_postcue,34660,472588,0.6759945750236511,0.49572786688804626,0.5,11,0.375,2026-09-13T02:20:25.503356+00:00
8666,joint,motion_direction,decision_distractor,34664,472664,1.395775318145752,0.460105299949646,0.25,19,0.6880000000819564,2026-09-13T02:20:26.184676+00:00
8667,joint,motion_direction,recall_matched_one,34668,472732,1.3907991647720337,0.4499131143093109,0.25,17,0.5309999999590218,2026-09-13T02:20:26.709829+00:00
8668,joint,orientation,decision_distractor,34672,472808,0.7403029203414917,0.4660693109035492,0.25,19,0.6089999999385327,2026-09-13T02:20:27.330467+00:00
8669,joint,orientation,recall_matched_one,34676,472876,0.7163093090057373,0.4422646462917328,0.25,17,0.5780000002123415,2026-09-13T02:20:27.898939+00:00
8670,joint,contrast,decision_distractor,34680,472952,0.6889662146568298,0.3387067914009094,0.5,19,0.6719999997876585,2026-09-13T02:20:28.574645+00:00
8671,joint,natural_spectrum,anchor,34684,472960,0.0006101934122852981,0.01710796356201172,1.0,2,0.125,2026-09-13T02:20:28.698872+00:00
8672,joint,contrast,recall_matched_one,34688,473028,0.6882710456848145,0.39099541306495667,0.5,17,0.5630000000819564,2026-09-13T02:20:29.261279+00:00
8673,joint,spatial_frequency,decision_distractor,34692,473104,0.6893945932388306,0.4156229794025421,0.5,19,0.6089999999385327,2026-09-13T02:20:29.877305+00:00
8674,joint,spatial_frequency,recall_matched_one,34696,473172,0.6763656139373779,0.3980492055416107,0.75,17,0.5940000000409782,2026-09-13T02:20:30.466726+00:00
8675,joint,chromatic_increment,decision_distractor,34700,473248,0.7155554890632629,0.4095168113708496,0.0,19,0.6400000001303852,2026-09-13T02:20:31.109491+00:00
8676,joint,chromatic_increment,recall_matched_one,34704,473316,0.6885245442390442,0.5667653679847717,0.75,17,0.5319999998901039,2026-09-13T02:20:31.639373+00:00
8677,joint,contour,decision_distractor,34708,473388,0.68039870262146,0.29622146487236023,0.5,18,0.8279999999795109,2026-09-13T02:20:32.466028+00:00
8678,joint,contour,recall_matched_one,34712,473456,0.6951436996459961,0.4362848401069641,0.75,17,0.7339999999385327,2026-09-13T02:20:33.194093+00:00
8679,joint,natural_spectrum,decision_distractor,34716,473532,0.6815654039382935,0.33039766550064087,0.75,19,0.6720000000204891,2026-09-13T02:20:33.872808+00:00
8680,joint,natural_spectrum,recall_matched_one,34720,473600,0.708490788936615,0.8893691897392273,0.5,17,0.6560000001918525,2026-09-13T02:20:34.533636+00:00
8681,joint,motion_direction,anchor,34724,473608,0.03819930553436279,2.652829170227051,1.0,2,0.10999999986961484,2026-09-13T02:20:34.642180+00:00
8682,joint,motion_direction,integrate_L8,34728,473652,1.3983023166656494,0.46397584676742554,0.25,11,0.4059999999590218,2026-09-13T02:20:35.041062+00:00
8683,joint,motion_direction,recall_N1,34732,473696,1.3938502073287964,0.3639785647392273,0.25,11,0.3910000000614673,2026-09-13T02:20:35.435691+00:00
8684,joint,orientation,integrate_L8,34736,473740,0.6866576075553894,0.4907878041267395,0.5,11,0.42100000008940697,2026-09-13T02:20:35.851352+00:00
8685,joint,orientation,recall_N1,34740,473784,0.7122274041175842,0.524915874004364,0.25,11,0.39099999982863665,2026-09-13T02:20:36.239892+00:00
8686,joint,contrast,integrate_L8,34744,473828,0.6882443428039551,0.42707395553588867,0.5,11,0.375,2026-09-13T02:20:36.618016+00:00
8687,joint,contrast,recall_N1,34748,473872,0.6817739009857178,0.3447529375553131,0.5,11,0.3910000000614673,2026-09-13T02:20:37.013355+00:00
8688,joint,spatial_frequency,integrate_L8,34752,473916,0.6752375960350037,0.4006478488445282,0.75,11,0.375,2026-09-13T02:20:37.394028+00:00
8689,joint,spatial_frequency,recall_N1,34756,473960,0.6626743674278259,0.3362150192260742,0.75,11,0.39000000013038516,2026-09-13T02:20:37.780531+00:00
8690,joint,chromatic_increment,integrate_L8,34760,474004,0.7251562476158142,0.7619301676750183,0.0,11,0.35999999986961484,2026-09-13T02:20:38.143998+00:00
8691,joint,orientation,anchor,34764,474012,0.00207803794182837,0.04583213850855827,1.0,2,0.125,2026-09-13T02:20:38.268628+00:00
8692,joint,chromatic_increment,recall_N1,34768,474056,0.7066166996955872,0.39369338750839233,0.25,11,0.39000000013038516,2026-09-13T02:20:38.646525+00:00
8693,joint,contour,integrate_L8,34772,474096,0.6698050498962402,0.32788774371147156,1.0,10,0.4529999999795109,2026-09-13T02:20:39.110730+00:00
8694,joint,contour,recall_N1,34776,474140,0.7225629687309265,0.5914415717124939,0.5,11,0.45399999991059303,2026-09-13T02:20:39.555790+00:00
8695,joint,natural_spectrum,integrate_L8,34780,474184,0.7165583372116089,0.3204613924026489,0.25,11,0.42100000008940697,2026-09-13T02:20:39.980059+00:00
8696,joint,natural_spectrum,recall_N1,34784,474228,0.7082756757736206,0.4415803551673889,0.5,11,0.4220000000204891,2026-09-13T02:20:40.400632+00:00
8697,joint,motion_direction,integrate_L16,34788,474304,1.405224323272705,0.34080296754837036,0.25,19,0.75,2026-09-13T02:20:41.148910+00:00
8698,joint,motion_direction,recall_N2,34792,474356,1.4224740266799927,0.40897896885871887,0.25,13,0.42199999978765845,2026-09-13T02:20:41.577326+00:00
8699,joint,orientation,integrate_L16,34796,474432,0.7057265043258667,0.46006500720977783,0.5,19,0.6560000001918525,2026-09-13T02:20:42.226990+00:00
8700,joint,orientation,recall_N2,34800,474484,0.7351698875427246,0.3963942229747772,0.25,13,0.39099999982863665,2026-09-13T02:20:42.622885+00:00
8701,joint,contrast,anchor,34804,474492,0.004409866873174906,0.17199809849262238,1.0,2,0.0940000000409782,2026-09-13T02:20:42.722030+00:00
8702,joint,contrast,integrate_L16,34808,474568,0.6985987424850464,0.30884411931037903,0.5,19,0.6400000001303852,2026-09-13T02:20:43.365305+00:00
8703,joint,contrast,recall_N2,34812,474620,0.6743053197860718,0.40313300490379333,0.75,13,0.4380000000819564,2026-09-13T02:20:43.812737+00:00
8704,joint,spatial_frequency,integrate_L16,34816,474696,0.671398401260376,0.4217149019241333,0.5,19,0.671000000089407,2026-09-13T02:20:44.484001+00:00
8705,joint,spatial_frequency,recall_N2,34820,474748,0.6880301237106323,0.31965312361717224,0.75,13,0.48400000017136335,2026-09-13T02:20:45.025263+00:00
8706,joint,chromatic_increment,integrate_L16,34824,474824,0.6878188848495483,0.5699243545532227,0.5,19,0.6409999998286366,2026-09-13T02:20:45.674842+00:00
8707,joint,chromatic_increment,recall_N2,34828,474876,0.6867179274559021,0.3333689868450165,0.75,13,0.4690000000409782,2026-09-13T02:20:46.141644+00:00
8708,joint,contour,integrate_L16,34832,474948,0.6903137564659119,0.34177491068840027,0.75,18,0.7650000001303852,2026-09-13T02:20:46.900191+00:00
8709,joint,contour,recall_N2,34836,475000,0.6805312633514404,0.46448463201522827,0.75,13,0.46899999980814755,2026-09-13T02:20:47.371197+00:00
8710,joint,natural_spectrum,integrate_L16,34840,475076,0.7075827717781067,0.3746207654476166,0.5,19,0.6720000000204891,2026-09-13T02:20:48.047720+00:00
8711,joint,spatial_frequency,anchor,34844,475084,0.02014901302754879,0.46182724833488464,1.0,2,0.10900000017136335,2026-09-13T02:20:48.150449+00:00
8712,joint,natural_spectrum,recall_N2,34848,475136,0.6872105598449707,0.6192405819892883,0.5,13,0.5,2026-09-13T02:20:48.648821+00:00
8713,joint,motion_direction,integrate_L32,34852,475276,1.376209020614624,0.41564998030662537,0.25,35,1.202999999979511,2026-09-13T02:20:49.856317+00:00
8714,joint,motion_direction,recall_N4,34856,475344,1.3891353607177734,0.4752357006072998,0.0,17,0.5470000000204891,2026-09-13T02:20:50.402640+00:00
8715,joint,orientation,integrate_L32,34860,475484,0.6427326798439026,0.4350266754627228,1.0,35,1.125,2026-09-13T02:20:51.533021+00:00
8716,joint,orientation,recall_N4,34864,475552,0.6813000440597534,0.4134369492530823,0.75,17,0.5939999998081475,2026-09-13T02:20:52.131688+00:00
8717,joint,contrast,integrate_L32,34868,475692,0.66208815574646,0.3527369797229767,0.5,35,1.343000000109896,2026-09-13T02:20:53.484450+00:00
8718,joint,contrast,recall_N4,34872,475760,0.686904788017273,0.3529699146747589,0.5,17,0.5470000000204891,2026-09-13T02:20:54.033958+00:00
8719,joint,spatial_frequency,integrate_L32,34876,475900,0.7435107231140137,0.46178773045539856,0.25,35,1.2189999998081475,2026-09-13T02:20:55.246689+00:00
8720,joint,spatial_frequency,recall_N4,34880,475968,0.6696559190750122,0.3813055753707886,0.5,17,0.5310000001918525,2026-09-13T02:20:55.783119+00:00
8721,joint,chromatic_increment,anchor,34884,475976,0.007225768640637398,0.49719393253326416,1.0,2,0.09399999980814755,2026-09-13T02:20:55.877005+00:00
8722,joint,chromatic_increment,integrate_L32,34888,476116,0.6710530519485474,1.0020333528518677,0.75,35,1.3130000000819564,2026-09-13T02:20:57.192237+00:00
8723,joint,chromatic_increment,recall_N4,34892,476184,0.6811389923095703,0.34295544028282166,0.75,17,0.5160000000614673,2026-09-13T02:20:57.712789+00:00
8724,joint,contour,integrate_L32,34896,476320,0.6817825436592102,0.34854257106781006,0.75,34,1.4059999999590218,2026-09-13T02:20:59.120405+00:00
8725,joint,contour,recall_N4,34900,476388,0.6231784820556641,0.5506605505943298,1.0,17,0.6560000001918525,2026-09-13T02:20:59.782913+00:00
8726,joint,natural_spectrum,integrate_L32,34904,476528,0.6856462955474854,0.40109387040138245,0.75,35,1.1099999998696148,2026-09-13T02:21:00.885058+00:00
8727,joint,natural_spectrum,recall_N4,34908,476596,0.6887456178665161,0.41086748242378235,0.25,17,0.6089999999385327,2026-09-13T02:21:01.496806+00:00
8728,joint,motion_direction,decision_D2,34912,476648,1.390458345413208,0.4209034740924835,0.0,13,0.4690000000409782,2026-09-13T02:21:01.960068+00:00
8729,joint,motion_direction,recall_D0,34916,476676,1.412830114364624,0.37975576519966125,0.25,7,0.25,2026-09-13T02:21:02.209954+00:00
8730,joint,orientation,decision_D2,34920,476728,0.6732508540153503,0.37175023555755615,0.5,13,0.4220000000204891,2026-09-13T02:21:02.640558+00:00
8731,joint,contour,anchor,34924,476736,0.015296480618417263,0.7935149073600769,1.0,2,0.125,2026-09-13T02:21:02.760132+00:00
8732,joint,orientation,recall_D0,34928,476764,0.7445119023323059,0.522758424282074,0.25,7,0.2339999999385327,2026-09-13T02:21:03.003477+00:00
8733,joint,contrast,decision_D2,34932,476816,0.6763709187507629,0.3344529867172241,0.75,13,0.4690000000409782,2026-09-13T02:21:03.462020+00:00
8734,joint,contrast,recall_D0,34936,476844,0.7258978486061096,0.32934457063674927,0.5,7,0.25,2026-09-13T02:21:03.715116+00:00
8735,joint,spatial_frequency,decision_D2,34940,476896,0.7054892778396606,0.34149351716041565,0.5,13,0.4220000000204891,2026-09-13T02:21:04.133800+00:00
8736,joint,spatial_frequency,recall_D0,34944,476924,0.7295284271240234,0.543877899646759,0.25,7,0.26500000013038516,2026-09-13T02:21:04.395896+00:00
8737,joint,chromatic_increment,decision_D2,34948,476976,0.7091087102890015,0.5178225636482239,0.25,13,0.40699999989010394,2026-09-13T02:21:04.813958+00:00
8738,joint,chromatic_increment,recall_D0,34952,477004,0.6285215616226196,1.4687891006469727,0.5,7,0.2649999998975545,2026-09-13T02:21:05.070810+00:00
8739,joint,contour,decision_D2,34956,477052,0.7082144021987915,0.33702436089515686,0.5,12,0.5,2026-09-13T02:21:05.583145+00:00
8740,joint,contour,recall_D0,34960,477080,0.6557339429855347,0.5072504878044128,1.0,7,0.25,2026-09-13T02:21:05.843052+00:00
8741,joint,natural_spectrum,anchor,34964,477088,0.0005135987303219736,0.02506505697965622,1.0,2,0.14000000013038516,2026-09-13T02:21:05.984825+00:00
8742,joint,natural_spectrum,decision_D2,34968,477140,0.6766172647476196,0.3789482116699219,0.75,13,0.5159999998286366,2026-09-13T02:21:06.499948+00:00
8743,joint,natural_spectrum,recall_D0,34972,477168,0.7027013897895813,0.43202513456344604,0.5,7,0.28100000019185245,2026-09-13T02:21:06.783950+00:00
8744,joint,motion_direction,decision_D4,34976,477228,1.3992419242858887,0.4417773187160492,0.25,15,0.48499999986961484,2026-09-13T02:21:07.263221+00:00
8745,joint,motion_direction,recall_D2,34980,477264,1.3768107891082764,0.4490910470485687,0.25,9,0.2970000000204891,2026-09-13T02:21:07.564787+00:00
8746,joint,orientation,decision_D4,34984,477324,0.6308237314224243,0.3202413022518158,1.0,15,0.5309999999590218,2026-09-13T02:21:08.099327+00:00
8747,joint,orientation,recall_D2,34988,477360,0.6815900802612305,0.3105798363685608,0.75,9,0.28199999989010394,2026-09-13T02:21:08.391065+00:00
8748,joint,contrast,decision_D4,34992,477420,0.6841499209403992,0.31574690341949463,0.5,15,0.4839999999385327,2026-09-13T02:21:08.881004+00:00
8749,joint,contrast,recall_D2,34996,477456,0.6521377563476562,0.3830086290836334,1.0,9,0.3119999999180436,2026-09-13T02:21:09.193022+00:00
8750,joint,spatial_frequency,decision_D4,35000,477516,0.6763693690299988,0.34084343910217285,0.75,15,0.5160000000614673,2026-09-13T02:21:09.710728+00:00
8751,joint,motion_direction,anchor,35004,477524,0.005054716486483812,0.26394394040107727,1.0,2,0.10899999993853271,2026-09-13T02:21:09.825178+00:00
8752,joint,spatial_frequency,recall_D2,35008,477560,0.6555270552635193,0.4071246087551117,0.75,9,0.2970000000204891,2026-09-13T02:21:10.124811+00:00
8753,joint,chromatic_increment,decision_D4,35012,477620,0.6884158253669739,0.38516780734062195,0.5,15,0.4690000000409782,2026-09-13T02:21:10.590246+00:00
8754,joint,chromatic_increment,recall_D2,35016,477656,0.6898258328437805,0.37750115990638733,0.5,9,0.2970000000204891,2026-09-13T02:21:10.895795+00:00
8755,joint,contour,decision_D4,35020,477712,0.6742103099822998,0.4119713604450226,0.75,14,0.5319999998901039,2026-09-13T02:21:11.430333+00:00
8756,joint,contour,recall_D2,35024,477748,0.720220685005188,0.814850389957428,0.5,9,0.3589999999385327,2026-09-13T02:21:11.800159+00:00
8757,joint,natural_spectrum,decision_D4,35028,477808,0.7263851165771484,0.3913517892360687,0.5,15,0.5160000000614673,2026-09-13T02:21:12.312127+00:00
8758,joint,natural_spectrum,recall_D2,35032,477844,0.7097218036651611,0.4047328233718872,0.5,9,0.375,2026-09-13T02:21:12.691921+00:00
8759,joint,motion_direction,decision_D8,35036,477920,1.3828635215759277,0.4036880433559418,0.25,19,0.6560000001918525,2026-09-13T02:21:13.352898+00:00
8760,joint,motion_direction,recall_D8,35040,477980,1.3750901222229004,0.38391008973121643,0.25,15,0.45399999991059303,2026-09-13T02:21:13.809048+00:00
8761,joint,orientation,anchor,35044,477988,0.009917579591274261,0.48502054810523987,1.0,2,0.10899999993853271,2026-09-13T02:21:13.923045+00:00
8762,joint,orientation,decision_D8,35048,478064,0.7214988470077515,0.3874239921569824,0.25,19,0.6410000000614673,2026-09-13T02:21:14.557152+00:00
8763,joint,orientation,recall_D8,35052,478124,0.6990706920623779,0.3365698456764221,0.25,15,0.4529999999795109,2026-09-13T02:21:15.016037+00:00
8764,joint,contrast,decision_D8,35056,478200,0.6955764889717102,0.25371572375297546,0.5,19,0.5779999999795109,2026-09-13T02:21:15.586858+00:00
8765,joint,contrast,recall_D8,35060,478260,0.6834851503372192,0.30349257588386536,0.75,15,0.4690000000409782,2026-09-13T02:21:16.064156+00:00
8766,joint,spatial_frequency,decision_D8,35064,478336,0.6667762994766235,0.34425538778305054,0.75,19,0.6089999999385327,2026-09-13T02:21:16.669635+00:00
8767,joint,spatial_frequency,recall_D8,35068,478396,0.6699984073638916,0.34907588362693787,0.75,15,0.48400000017136335,2026-09-13T02:21:17.152774+00:00
8768,joint,chromatic_increment,decision_D8,35072,478472,0.7066473364830017,0.29513052105903625,0.5,19,0.5939999998081475,2026-09-13T02:21:17.743105+00:00
